groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWonPercentage,wasFouled,dispossessed,accurateFinalThirdPasses,bigChancesCreated,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,dribbledPast,bigChancesMissed,hitWoodwork,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,season,league,nation,pos,age,born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,xA,A-xAG,KP,1/3,PPA,CrsPA,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,SCA,SCA90,SCA_PassLive,SCA_PassDead,SCA_TO,SCA_Sh,SCA_Fld,SCA_Def,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_TO,GCA_Sh,GCA_Fld,GCA_Def,Tkl,TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Chall_Tkl,Chall_Att,Chall_Tkl%,Chall_Lost,Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Mn/MP,Min%,Compl,Subs,unSub,Team_Succ_PPM,Team_Succ_onG,Team_Succ_onGA,Team_Succ_+/-,Team_Succ_+/-90,Team_Succ_On-Off,Team_Succ_onxG,Team_Succ_onxGA,Team_Succ_xG+/-,Team_Succ_xG+/-90,Team_Succ_On-Off.1,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,Aerial_Won,Aerial_Lost,Aerial_Won%,Gen. Role,Role,xGoalsAdded,xGoalsAdded_p90,DAVIES,DAVIES_Box Activity,DAVIES_Shooting,DAVIES_Final Ball,DAVIES_Dribbles and Carries,DAVIES_Buildup Passing,DAVIES_Defense,DAVIES_p90,DAVIES_Box Activity_p90,DAVIES_Shooting_p90,DAVIES_Final Ball_p90,DAVIES_Dribbles and Carries_p90,DAVIES_Buildup Passing_p90,DAVIES_Defense_p90,team_elo,team_rank,DAVIES_next_season
11,52.38,55.26,2,2,71,0,2,0,0.0,16,57.14,0,2,0,0,0,0,matthijs de ligt,fc bayern munchen,2023-2024,gerbundesliga,NED,DF,24,1999.0,9,4,369,4.1,1,0,1,1,0,0,2,0,1.2,1.2,0.1,1.3,4.0,19.0,1.0,0.24,0.0,0.24,0.24,0.24,0.3,0.02,0.31,0.3,0.31,8.0,4,50.0,1.95,0.98,0.13,0.25,10.7,0.0,0.15,-0.2,-0.2,264.0,284.0,93.0,5243.0,1893.0,74.0,78.0,94.9,161.0,165.0,97.6,27.0,38.0,71.1,0.2,-0.1,2.0,28.0,0.0,0.0,284.0,280.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,0.0,1.0,3.0,0.73,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,3.0,2.0,2.0,2.0,100.0,0.0,3.0,1.0,2.0,3.0,8.0,19.0,0.0,331.0,37.0,133.0,173.0,26.0,11.0,331.0,0.0,0.0,0.0,0.0,0.0,231.0,1191.0,625.0,4.0,5.0,1.0,4.0,0.0,246.0,1.0,41,25.6,2.0,5,1,2.78,21.0,3.0,18.0,4.39,2.79,14.4,4.4,10.0,2.43,0.39,0.0,6,2.0,0.0,0.0,0.0,0.0,0.0,21.0,16.0,10.0,61.5,Central Def,Progressive Central Defender,1.56691102224711,0.382173420060271,-0.150356698375491,0.0377138965798381,0.268545381162307,-0.0258006591383106,-0.0065914092342066,-0.070384138925623,-0.3959190376474,0.206023399820265,0.0227279884876464,0.103100236918439,0.0012132788039478,0.0026914183474708,0.0750854746710256,0.0013321912760917,1952.37182617,3.0,0.4537383721448088
23,53.49,71.43,3,9,42,2,10,2,50.0,2,66.67,1,6,0,0,0,1,eric maxim choupomoting,fc bayern munchen,2023-2024,gerbundesliga,CMR,"MF,FW",34,1989.0,15,3,334,3.7,2,0,2,2,0,0,1,0,3.9,3.9,1.4,5.3,7.0,10.0,33.0,0.54,0.0,0.54,0.54,0.54,1.05,0.37,1.42,1.05,1.42,18.0,9,50.0,4.85,2.43,0.11,0.22,10.6,0.0,0.22,-1.9,-1.9,109.0,134.0,81.3,1397.0,278.0,70.0,78.0,89.7,27.0,33.0,81.8,4.0,5.0,80.0,0.6,-1.4,8.0,5.0,4.0,0.0,134.0,127.0,7.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,8.0,17.0,4.58,11.0,0.0,2.0,4.0,0.0,0.0,3.0,0.81,1.0,0.0,0.0,2.0,0.0,0.0,9.0,7.0,3.0,4.0,2.0,2.0,3.0,66.7,1.0,1.0,0.0,1.0,2.0,11.0,3.0,0.0,196.0,4.0,23.0,78.0,96.0,32.0,196.0,18.0,11.0,61.1,5.0,27.8,107.0,503.0,176.0,7.0,2.0,5.0,8.0,9.0,140.0,33.0,22,23.2,1.0,12,1,2.53,16.0,8.0,8.0,2.16,-0.2,15.1,4.1,11.0,2.97,1.08,0.0,6,3.0,2.0,3.0,0.0,0.0,0.0,16.0,9.0,3.0,75.0,Finisher,Progressive Forward,2.22635307285799,0.59991549867431,-0.0774564234240374,-0.163426885179299,0.162625022817229,-0.0179325217682609,0.0621708670713456,0.0580834602096485,-0.0327229252654324,0.367412660117753,0.0527557697322758,0.264705357932634,0.0296791537843151,0.0130613051393181,-0.0016540125809346,0.0214884402553856,1952.37182617,3.0,0.6729781492660151
39,47.56,54.1,28,19,89,6,24,0,0.0,6,85.71,2,10,1,0,0,0,serhou guirassy,vfb stuttgart,2023-2024,gerbundesliga,GUI,FW,27,1996.0,14,12,1055,11.7,17,1,18,14,3,3,0,0,11.6,9.2,3.5,12.7,16.0,22.0,82.0,1.45,0.09,1.54,1.19,1.28,0.99,0.3,1.29,0.79,1.09,45.0,22,48.9,3.84,1.88,0.31,0.64,15.1,2.0,0.2,5.4,4.8,292.0,357.0,81.8,3479.0,564.0,192.0,214.0,89.7,62.0,76.0,81.6,8.0,10.0,80.0,2.6,-2.5,24.0,17.0,9.0,0.0,357.0,342.0,13.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,292.0,2.0,10.0,43.0,3.67,33.0,0.0,5.0,1.0,4.0,0.0,8.0,0.68,2.0,0.0,4.0,0.0,2.0,0.0,3.0,2.0,0.0,3.0,0.0,1.0,3.0,33.3,2.0,4.0,1.0,3.0,2.0,5.0,13.0,0.0,504.0,15.0,31.0,269.0,206.0,78.0,501.0,22.0,8.0,36.4,13.0,59.1,296.0,1259.0,497.0,16.0,9.0,8.0,38.0,19.0,433.0,82.0,75,69.0,7.0,2,0,2.43,30.0,12.0,18.0,1.54,1.91,26.1,12.0,14.1,1.2,0.13,0.0,9,28.0,10.0,1.0,2.0,0.0,0.0,19.0,33.0,28.0,54.1,Finisher,Target Forward,5.14849026865502,0.439207700643556,2.84468077237299,0.41485286237822,2.25000951660975,0.435391403716773,-0.0416165827139201,-0.0684950742174396,0.0007920879088794,0.206704862087,0.0280063261215207,0.166026823696547,0.0326848418217765,-0.0025971723779677,-0.0012659296691661,-0.00352667336047,1719.99780273,39.0,0.5547060599815999
44,45.83,26.92,13,26,115,6,18,1,33.33,7,50.0,5,7,4,0,0,1,deniz undav,vfb stuttgart,2023-2024,gerbundesliga,GER,FW,27,1996.0,14,9,870,9.7,9,3,12,9,0,1,3,0,8.4,7.6,2.5,10.0,21.0,38.0,78.0,0.93,0.31,1.24,0.93,1.24,0.86,0.25,1.12,0.78,1.04,45.0,23,51.1,4.66,2.38,0.2,0.39,16.7,0.0,0.17,0.6,1.4,232.0,308.0,75.3,3272.0,903.0,126.0,149.0,84.6,76.0,95.0,80.0,10.0,18.0,55.6,2.3,0.5,14.0,21.0,14.0,1.0,308.0,287.0,18.0,1.0,5.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,232.0,3.0,19.0,43.0,4.44,30.0,0.0,6.0,2.0,4.0,1.0,4.0,0.41,4.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,3.0,3.0,6.0,3.0,8.0,37.5,5.0,6.0,0.0,6.0,4.0,16.0,3.0,0.0,438.0,5.0,31.0,184.0,226.0,63.0,437.0,28.0,16.0,57.1,10.0,35.7,289.0,1387.0,664.0,21.0,17.0,6.0,25.0,25.0,354.0,78.0,62,56.9,3.0,5,0,2.0,20.0,14.0,6.0,0.62,-0.74,25.4,12.6,12.9,1.33,0.39,0.0,12,11.0,2.0,3.0,2.0,0.0,0.0,26.0,5.0,16.0,23.8,Finisher,Progressive Forward,4.69698816576526,0.485895327492958,2.39317866948323,0.226283379479029,1.81742898706931,0.339585921205423,0.0799531826813035,0.160263046461124,-0.0840824061036876,0.253392488936402,0.0262867351514643,0.186404249510334,0.0345106969325415,0.0087665758697795,0.0190006257368039,-0.0089530401192811,1719.99780273,39.0,0.5547060599815999
69,51.49,20.0,6,19,283,7,32,12,23.53,14,43.75,16,5,0,0,0,0,chris fuhrich,vfb stuttgart,2023-2024,gerbundesliga,GER,"FW,MF",26,1998.0,17,17,1340,14.9,5,5,10,5,0,1,1,0,4.8,4.0,5.0,9.0,86.0,58.0,127.0,0.34,0.34,0.67,0.34,0.67,0.32,0.33,0.66,0.27,0.6,29.0,11,37.9,1.95,0.74,0.17,0.45,16.3,1.0,0.14,0.2,1.0,593.0,728.0,81.5,7979.0,2097.0,369.0,407.0,90.7,157.0,196.0,80.1,27.0,59.0,45.8,4.4,0.0,31.0,32.0,26.0,4.0,728.0,655.0,69.0,19.0,2.0,7.0,45.0,20.0,30.0,16.0,2.0,0.0,593.0,4.0,18.0,80.0,5.37,51.0,10.0,9.0,8.0,1.0,1.0,12.0,0.81,9.0,1.0,2.0,0.0,0.0,0.0,17.0,13.0,3.0,9.0,5.0,9.0,25.0,36.0,16.0,17.0,0.0,17.0,5.0,22.0,2.0,0.0,879.0,5.0,69.0,319.0,507.0,65.0,878.0,70.0,42.0,60.0,25.0,35.7,577.0,4623.0,2543.0,86.0,55.0,24.0,29.0,19.0,670.0,127.0,79,87.6,3.0,0,0,2.0,32.0,21.0,11.0,0.74,-1.63,32.5,17.2,15.3,1.03,-1.07,0.0,2,5.0,1.0,45.0,0.0,0.0,0.0,74.0,3.0,12.0,20.0,Dribbler,Wide Dribbler,4.62736496735819,0.310793169449431,2.63482062342846,0.41485286237822,0.86380761438324,0.6890180059147,0.786279908997199,0.0385303668193427,0.0696297370472516,0.0898285860459529,0.0047628470261158,0.0177712479750919,0.0321840441868071,0.0491871213601886,0.0067175944758033,-0.0041076416271741,1719.99780273,39.0,0.49775155153215583
52,51.49,40.0,13,16,291,4,28,12,27.91,44,56.41,13,1,1,1,1,0,angelo stiller,vfb stuttgart,2023-2024,gerbundesliga,GER,MF,22,2001.0,15,14,1280,14.2,0,3,3,0,0,0,1,0,0.5,0.5,2.4,3.0,16.0,110.0,33.0,0.0,0.21,0.21,0.0,0.21,0.04,0.17,0.21,0.04,0.21,9.0,2,22.2,0.63,0.14,0.0,0.0,24.9,2.0,0.06,-0.5,-0.5,972.0,1093.0,88.9,15752.0,4818.0,464.0,497.0,93.4,408.0,429.0,95.1,64.0,111.0,57.7,3.3,0.6,25.0,116.0,14.0,2.0,1093.0,1016.0,76.0,42.0,8.0,4.0,35.0,4.0,28.0,23.0,2.0,0.0,972.0,1.0,8.0,51.0,3.59,38.0,11.0,0.0,1.0,0.0,1.0,6.0,0.42,4.0,1.0,0.0,0.0,0.0,1.0,27.0,18.0,9.0,17.0,1.0,13.0,25.0,52.0,12.0,19.0,7.0,12.0,17.0,44.0,9.0,1.0,1223.0,36.0,209.0,763.0,261.0,14.0,1223.0,14.0,10.0,71.4,3.0,21.4,669.0,2740.0,1174.0,16.0,21.0,2.0,24.0,16.0,899.0,33.0,85,83.7,14.0,1,0,2.07,31.0,17.0,14.0,0.98,0.26,32.1,16.2,15.8,1.11,-0.29,0.0,17,12.0,0.0,35.0,0.0,0.0,0.0,91.0,11.0,19.0,36.7,Midfielder,Creative Midfielder,3.00589501676384,0.211351993366208,1.7669632585147,-0.0314282471498651,-0.0616228863907362,0.555733373232296,-0.0626249551757369,1.34421832090273,0.0494505996773987,0.059743192857903,-0.0037705499468539,-0.0139507900975454,0.0346650149240575,-0.0057978442492461,0.0848122362994861,-0.0088548433962987,1719.99780273,39.0,0.4649508246089755
28,45.9,39.13,10,4,107,4,11,7,38.89,57,76.0,16,0,0,0,0,1,pascal stenzel,vfb stuttgart,2023-2024,gerbundesliga,GER,DF,27,1996.0,12,11,803,8.9,0,3,3,0,0,0,1,0,0.2,0.2,2.0,2.2,27.0,65.0,35.0,0.0,0.34,0.34,0.0,0.34,0.03,0.23,0.25,0.03,0.25,10.0,4,40.0,1.12,0.45,0.0,0.0,29.0,1.0,0.02,-0.2,-0.2,515.0,598.0,86.1,10050.0,2984.0,210.0,230.0,91.3,215.0,245.0,87.8,84.0,105.0,80.0,1.7,1.0,10.0,51.0,18.0,6.0,598.0,486.0,110.0,21.0,2.0,16.0,18.0,89.0,0.0,0.0,0.0,0.0,515.0,2.0,10.0,24.0,2.7,22.0,0.0,1.0,0.0,1.0,0.0,7.0,0.79,6.0,0.0,1.0,0.0,0.0,0.0,14.0,7.0,5.0,8.0,1.0,10.0,26.0,38.5,16.0,15.0,6.0,9.0,13.0,27.0,21.0,0.0,690.0,31.0,158.0,366.0,170.0,2.0,690.0,6.0,4.0,66.7,2.0,33.3,335.0,1692.0,888.0,27.0,19.0,1.0,12.0,4.0,423.0,35.0,67,52.5,1.0,1,4,2.25,23.0,11.0,12.0,1.34,0.85,18.7,9.6,9.1,1.02,-0.29,0.0,11,10.0,0.0,18.0,0.0,0.0,0.0,39.0,9.0,14.0,39.1,Wide Def,Progressive Wide Defender,2.03140885044994,0.227679696812571,0.580305184508449,-0.100570390879568,0.0485870701215619,0.181274087751823,0.0867570079530778,0.52089064691675,-0.004199450969308,0.0743529751612325,-0.0127426715001625,0.0040511212701118,0.0198091845002271,0.0081821820777786,0.0567420461646253,0.000127796285694,1719.99780273,39.0,0.42889983562272194
84,61.76,64.71,31,10,190,2,15,2,66.67,16,59.26,14,0,1,0,0,0,atakan karazor,vfb stuttgart,2023-2024,gerbundesliga,GER,MF,27,1996.0,17,17,1445,16.1,0,2,2,0,0,0,4,0,0.7,0.7,1.2,1.9,14.0,70.0,20.0,0.0,0.12,0.12,0.0,0.12,0.05,0.08,0.12,0.04,0.12,13.0,1,7.7,0.81,0.06,0.0,0.0,21.1,0.0,0.05,-0.7,-0.7,845.0,958.0,88.2,12632.0,3358.0,430.0,471.0,91.3,350.0,383.0,91.4,30.0,40.0,75.0,1.0,0.8,14.0,83.0,10.0,2.0,958.0,925.0,29.0,28.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,845.0,4.0,15.0,31.0,1.93,26.0,0.0,0.0,1.0,1.0,3.0,3.0,0.19,3.0,0.0,0.0,0.0,0.0,0.0,46.0,27.0,16.0,23.0,7.0,20.0,34.0,58.8,14.0,17.0,4.0,13.0,19.0,65.0,23.0,0.0,1118.0,38.0,204.0,714.0,207.0,11.0,1118.0,16.0,3.0,18.8,10.0,62.5,580.0,2412.0,1129.0,14.0,27.0,0.0,9.0,8.0,763.0,20.0,85,94.4,12.0,0,0,2.0,35.0,20.0,15.0,0.93,-0.12,34.6,17.3,17.2,1.07,-1.55,0.0,16,28.0,0.0,3.0,0.0,0.0,0.0,108.0,29.0,18.0,61.7,Midfielder,Ball Winning Midfielder,2.10251248755349,0.130952334864923,0.534288657689667,-0.0377138965798381,-0.0264269446503399,0.0279077326835843,-0.080921547260612,0.490833445778268,0.405902115403775,-0.0019506658103974,-0.0087307692351589,-0.0186724882904552,-0.0028180652344555,-0.0050136875006586,0.0257216983138938,0.0081433747057328,1719.99780273,39.0,0.4450536685878246
45,56.96,64.41,17,6,138,1,3,2,22.22,50,40.0,11,1,0,1,0,0,waldemar anton,vfb stuttgart,2023-2024,gerbundesliga,GER,DF,27,1996.0,17,17,1498,16.6,0,1,1,0,0,0,2,0,0.6,0.6,0.2,0.8,27.0,107.0,10.0,0.0,0.06,0.06,0.0,0.06,0.04,0.01,0.05,0.04,0.05,13.0,3,23.1,0.78,0.18,0.0,0.0,16.5,0.0,0.05,-0.6,-0.6,1213.0,1371.0,88.5,22075.0,7755.0,439.0,464.0,94.6,688.0,735.0,93.6,73.0,143.0,51.0,0.7,0.8,3.0,99.0,2.0,0.0,1371.0,1313.0,56.0,25.0,4.0,4.0,7.0,24.0,0.0,0.0,0.0,0.0,1213.0,2.0,8.0,18.0,1.08,14.0,0.0,0.0,2.0,1.0,1.0,4.0,0.24,3.0,0.0,0.0,1.0,0.0,0.0,19.0,14.0,8.0,10.0,1.0,12.0,22.0,54.5,10.0,15.0,10.0,5.0,23.0,42.0,72.0,1.0,1551.0,129.0,589.0,895.0,77.0,16.0,1551.0,14.0,10.0,71.4,4.0,28.6,1024.0,6247.0,3435.0,27.0,13.0,4.0,17.0,6.0,1120.0,10.0,88,97.9,16.0,0,0,2.0,38.0,21.0,17.0,1.02,3.83,38.7,18.9,19.9,1.19,1.51,0.0,13,13.0,0.0,7.0,1.0,0.0,1.0,108.0,34.0,16.0,68.0,Central Def,Progressive Central Defender,3.94106372520001,0.236779529551402,2.2237960045774,0.100570390879568,0.132968854892111,0.0617947500863014,0.315975359468769,1.12315497908948,0.447252401333271,0.0606295093113958,0.0010846731492977,0.0,0.000436866466692,0.0168491553714471,0.0431904089042231,-0.0008044058959076,1719.99780273,39.0,0.46705701886774853
65,51.18,21.74,19,15,199,5,22,7,23.33,18,58.06,10,1,0,0,1,0,enzo millot,vfb stuttgart,2023-2024,gerbundesliga,FRA,"MF,FW",21,2002.0,15,13,1118,12.4,2,2,4,2,0,0,2,0,1.3,1.3,2.3,3.6,28.0,70.0,94.0,0.16,0.16,0.32,0.16,0.32,0.11,0.18,0.29,0.11,0.29,13.0,9,69.2,1.05,0.72,0.15,0.22,19.0,0.0,0.1,0.7,0.7,585.0,705.0,83.0,8370.0,1905.0,329.0,364.0,90.4,194.0,232.0,83.6,29.0,51.0,56.9,2.9,-0.3,20.0,46.0,22.0,4.0,705.0,672.0,32.0,8.0,6.0,3.0,29.0,0.0,12.0,5.0,3.0,0.0,585.0,1.0,19.0,46.0,3.7,37.0,1.0,4.0,0.0,3.0,1.0,5.0,0.4,4.0,0.0,1.0,0.0,0.0,0.0,22.0,12.0,5.0,10.0,7.0,10.0,19.0,52.6,9.0,10.0,1.0,9.0,6.0,28.0,4.0,1.0,846.0,5.0,87.0,458.0,315.0,30.0,846.0,51.0,24.0,47.1,23.0,45.1,515.0,2783.0,1173.0,28.0,27.0,8.0,38.0,12.0,661.0,94.0,75,73.1,5.0,2,1,2.27,26.0,14.0,12.0,0.97,0.09,28.6,13.9,14.7,1.18,0.07,0.0,11,18.0,3.0,29.0,0.0,0.0,0.0,68.0,5.0,17.0,22.7,Creator,Wide Creator,2.21706313116862,0.178475565120909,1.14679499014861,0.201140781759137,0.246058284010727,0.411958166090393,0.0688876294091983,0.027563648219931,0.009502636614401,0.0,-0.0011477882521524,-0.0219586674393452,0.0239212109489018,0.0,0.0,-0.0078987600976877,1719.99780273,39.0,0.44734533310846597
24,53.33,79.45,3,1,77,0,3,0,0.0,63,46.67,4,0,0,0,1,0,danaxel zagadou,vfb stuttgart,2023-2024,gerbundesliga,FRA,DF,24,1999.0,17,14,1273,14.1,1,0,1,1,0,0,1,0,0.9,0.9,0.1,1.1,2.0,67.0,2.0,0.07,0.0,0.07,0.07,0.07,0.07,0.01,0.07,0.07,0.07,10.0,2,20.0,0.71,0.14,0.1,0.5,11.2,0.0,0.09,0.1,0.1,1082.0,1238.0,87.4,19877.0,7851.0,416.0,447.0,93.1,543.0,597.0,91.0,104.0,161.0,64.6,0.3,-0.1,2.0,59.0,3.0,0.0,1238.0,1200.0,37.0,18.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1082.0,1.0,1.0,7.0,0.49,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,10.0,13.0,4.0,0.0,3.0,7.0,42.9,4.0,23.0,18.0,5.0,20.0,37.0,66.0,1.0,1393.0,131.0,637.0,733.0,30.0,14.0,1393.0,4.0,3.0,75.0,1.0,25.0,885.0,4257.0,2135.0,2.0,5.0,0.0,5.0,0.0,998.0,2.0,75,83.2,12.0,3,0,2.0,32.0,19.0,13.0,0.92,-0.13,31.1,15.4,15.7,1.11,-0.33,0.0,15,3.0,1.0,0.0,0.0,0.0,1.0,100.0,49.0,11.0,81.7,Central Def,Progressive Central Defender,3.01765413562968,0.21334553983242,1.30038641500707,0.0754277931596763,0.162869994024971,-0.0092017525482091,-0.0407076541315925,0.766112318413249,0.303806447261076,0.0371955195924137,0.0014430330289942,0.0061596316078029,-0.0033034775186585,-0.0046410093441894,0.036606956456738,0.001057574046083,1719.99780273,39.0,0.3778530191599681
67,59.82,52.0,13,13,116,4,11,15,39.47,14,43.75,11,0,0,0,0,0,maximilian mittelstadt,vfb stuttgart,2023-2024,gerbundesliga,GER,DF,26,1997.0,15,8,751,8.3,0,2,2,0,0,0,3,0,0.2,0.2,1.8,2.0,27.0,54.0,44.0,0.0,0.24,0.24,0.0,0.24,0.03,0.21,0.24,0.03,0.24,8.0,2,25.0,0.96,0.24,0.0,0.0,25.3,0.0,0.03,-0.2,-0.2,556.0,642.0,86.6,8188.0,2350.0,301.0,320.0,94.1,205.0,238.0,86.1,22.0,37.0,59.5,1.9,0.2,8.0,38.0,13.0,6.0,642.0,573.0,66.0,7.0,2.0,3.0,26.0,59.0,0.0,0.0,0.0,0.0,556.0,3.0,10.0,18.0,2.15,17.0,0.0,0.0,1.0,0.0,0.0,3.0,0.36,3.0,0.0,0.0,0.0,0.0,0.0,36.0,21.0,21.0,11.0,4.0,24.0,35.0,68.6,11.0,16.0,3.0,13.0,23.0,59.0,17.0,0.0,763.0,24.0,188.0,410.0,177.0,14.0,763.0,26.0,14.0,53.8,9.0,34.6,432.0,2238.0,1157.0,27.0,26.0,2.0,13.0,12.0,510.0,44.0,50,49.1,4.0,7,2,2.07,18.0,10.0,8.0,0.96,0.03,21.9,8.8,13.0,1.56,0.78,0.0,13,12.0,1.0,26.0,0.0,0.0,0.0,60.0,9.0,12.0,42.9,Wide Def,Progressive Wide Defender,1.91652576550187,0.229676856052154,0.465422099560379,0.0502851954397842,-0.0169204933158096,0.205270148383817,0.0790315671389701,0.081358685837527,0.218830782461977,0.0763501344008161,0.0055310135335389,-0.0018185433790435,0.0259726472769213,0.0086583633868168,0.0098087550389399,0.0300145821806846,1719.99780273,39.0,0.4512715809150431
12,38.71,51.72,5,4,140,2,13,5,33.33,34,44.16,5,0,0,0,0,0,hiroki ito,vfb stuttgart,2023-2024,gerbundesliga,JPN,DF,24,1999.0,12,11,982,10.9,0,2,2,0,0,0,1,0,0.6,0.6,1.4,2.0,18.0,58.0,22.0,0.0,0.18,0.18,0.0,0.18,0.05,0.13,0.18,0.05,0.18,13.0,3,23.1,1.19,0.27,0.0,0.0,24.2,0.0,0.04,-0.6,-0.6,740.0,856.0,86.4,12337.0,4069.0,363.0,393.0,92.4,314.0,347.0,90.5,52.0,91.0,57.1,1.4,0.6,13.0,68.0,13.0,4.0,856.0,788.0,66.0,10.0,2.0,4.0,15.0,51.0,0.0,0.0,0.0,0.0,740.0,2.0,13.0,28.0,2.57,25.0,0.0,1.0,2.0,0.0,0.0,6.0,0.55,6.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,1.0,0.0,3.0,8.0,37.5,5.0,11.0,5.0,6.0,16.0,20.0,30.0,0.0,947.0,39.0,295.0,503.0,151.0,8.0,947.0,7.0,4.0,57.1,2.0,28.6,559.0,2584.0,1189.0,18.0,19.0,1.0,6.0,4.0,704.0,22.0,82,64.2,8.0,1,0,2.25,29.0,14.0,15.0,1.37,1.21,26.6,11.7,14.9,1.36,0.57,0.0,8,5.0,1.0,15.0,0.0,0.0,0.0,55.0,14.0,14.0,50.0,Wide Def,Deep Wide Defender,2.16148311316417,0.198099266990606,0.710379447222682,-0.0251425977198921,0.174330173376869,0.0593628048686364,-0.0347352481487747,0.62447162654866,0.0645264746830692,0.0447725453392679,-0.0063434007380479,0.0103609290677794,-1.91956642746349e-05,-0.0066433934209023,0.0511234985464562,-0.0018892088147007,1719.99780273,39.0,0.4454481702316503
14,56.0,40.0,1,1,60,1,3,1,33.33,19,55.88,2,0,0,0,0,0,anthony rouault,vfb stuttgart,2023-2024,gerbundesliga,FRA,DF,22,2001.0,12,5,503,5.6,0,1,1,0,0,0,2,0,0.1,0.1,0.4,0.5,4.0,29.0,6.0,0.0,0.18,0.18,0.0,0.18,0.01,0.07,0.08,0.01,0.08,3.0,1,33.3,0.54,0.18,0.0,0.0,24.5,0.0,0.02,-0.1,-0.1,364.0,423.0,86.1,6364.0,2416.0,162.0,181.0,89.5,165.0,176.0,93.8,32.0,45.0,71.1,0.7,0.6,3.0,37.0,4.0,1.0,423.0,392.0,30.0,3.0,2.0,4.0,3.0,26.0,0.0,0.0,0.0,0.0,364.0,1.0,8.0,8.0,1.43,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,9.0,3.0,1.0,8.0,10.0,80.0,2.0,8.0,4.0,4.0,4.0,17.0,11.0,0.0,475.0,38.0,166.0,256.0,53.0,3.0,475.0,3.0,0.0,0.0,3.0,100.0,282.0,1198.0,609.0,4.0,3.0,0.0,3.0,1.0,334.0,6.0,42,32.9,2.0,7,2,1.83,11.0,6.0,5.0,0.89,-0.07,11.6,6.8,4.8,0.85,-0.46,0.0,5,1.0,0.0,3.0,0.0,1.0,0.0,27.0,10.0,15.0,40.0,Central Def,Aggressive Central Defender,1.08202155378525,0.193602266084836,-0.865119597221274,-0.0628564942997302,-0.200091029966872,0.0487431829976676,-0.0644267287182658,-0.0689249297431436,-0.372884404555011,-0.0013406834372699,-0.004697855529927,-0.0051334344624567,0.0150779817152891,-0.0069741443543408,0.0216555981949949,-0.006872958340901,1719.99780273,39.0,0.4085136372285665
